year,commune,department,region,type_of_flag,places
2023,Le Cap D'Agde,Hérault,Occitanie,port,Port De Plaisance Du Cap D'Agde
2023,Le Marin,Martinique,Martinique,port,Port De Plaisance Du Marin
2023,Monthermé,Ardennes,Grand Est,port,Port De Plaisance Intercommunal De Monthermé
2023,Metz,Moselle,Grand Est,port,Port De Plaisance Metz
2023,Pont-A-Mousson,Meurthe-et-Moselle,Grand Est,port,Port De Plaisance Michel Roth
2023,Six Fours Les Plages,Var,Provence-Alpes-Côte d'Azur,port,Port De Plaisance Saint-Pierre Des Embiez
2023,Calvi,Haute-corse,Corse,port,Port De Plaisance Xavier Colonna
2023,Saint-Denis D Oleron,Charente-Maritime,Nouvelle-Aquitaine,port,Port De Saint Denis D'Oléron
2023,Saint-Florent,Haute-corse,Corse,port,Port De Saint Florent
2023,Saint-Vaast-La-Hougue,Manche,Normandie,port,Port De Saint Vaast La Hougue
2023,Le Port,Réunion,La Réunion,port,Port De Saint-Gilles-Les-Bains
2023,Sainte Maxime,Var,Provence-Alpes-Côte d'Azur,port,Port De Sainte Maxime
2023,Sarreguemines,Moselle,Grand Est,port,Port De Sarreguemines
2023,Sciez,Haute-Savoie,Auvergne-Rhône-Alpes,port,Port De Sciez
2023,Cassis,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,port,Port Départemental De Cassis
2023,Vendres/Plages,Hérault,Occitanie,port,Port Départemental Vendres En Domitienne
2023,Evian Cedex,Haute-Savoie,Auvergne-Rhône-Alpes,port,Port Des Mouettes
2023,Le Lavandou,Var,Provence-Alpes-Côte d'Azur,port,Port Du Lavandou
2023,Saint-Amand-Les-Eaux,Nord,Hauts-de-France,port,Port Fluvial De La Porte Du Hainaut
2023,Lille,Nord,Hauts-de-France,port,Port Fluvial Des Près Du Hem Lille Métropole
2023,Frejus Cedex,Var,Provence-Alpes-Côte d'Azur,port,Port Fréjus
2023,Saint Martin La Garenne,Yvelines,Île-de-France,port,Port Ilon
2023,L'Isle-Adam,Val-d'oise,Île-de-France,port,Port Isle-Adam
2023,La Baule,Loire-Atlantique,Pays de la Loire,port,Port La Baule-Le Pouliguen
2023,Cannes,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,port,Port Pierre Canto
2023,Nancy Cedex,Meurthe-et-Moselle,Grand Est,port,Port Saint Georges De Nancy
2023,Hyeres Les Palmiers,Var,Provence-Alpes-Côte d'Azur,port,Port Saint Pierre De Hyères Les Palmiers
2023,Toulouse,Haute-Garonne,Occitanie,port,Port Saint Sauveur De Toulouse
2023,Les Issambres,Var,Provence-Alpes-Côte d'Azur,port,Port San Peïre Des Issambres
2023,Chateaulin,Finistère,Bretagne,port,Port-Launay
2023,La Londe Les Maures,Var,Provence-Alpes-Côte d'Azur,port,Ports De La Londe
2023,Châlons-En-Champagne,Marne,Grand Est,port,Relais Nautique De L'Anse Du Jard
2023,Saint Raphael,Var,Provence-Alpes-Côte d'Azur,port,Saint Raphaël Vieux Port
2023,Saint-Quay-Portrieux,Côtes-d'armor,Bretagne,port,Saint-Quay Port D'Armor
2023,Saint Cyr Sur Mer,Var,Provence-Alpes-Côte d'Azur,port,Vieux Port Des Lecques De St Cyr/Mer
2023,Yvoire,Haute-Savoie,Auvergne-Rhône-Alpes,port,Yvoire
2023,La Flèche,Sarthe,Pays de la Loire,port,Plage labellisée : Plan d'eau de La Monnerie
2023,Spay,Sarthe,Pays de la Loire,port,Plage labellisée : Domaine du Houssay
2023,Grésy sur Isère,Savoie,Auvergne-Rhône-Alpes,port,Plage labellisée : Base de Loisirs de Grésy-sur-Isère
2023,Saint Pierre d'Albigny,Savoie,Auvergne-Rhône-Alpes,port,Plage labellisée : Plage du lac de Carouge
